"ID","person_age","person_income","person_home_ownership","person_emp_length","loan_intent","loan_grade","loan_amnt","loan_int_rate","loan_status","loan_percent_income","cb_person_default_on_file","cb_person_cred_hist_length"
24751,30,69000,"MORTGAGE",3,"HOMEIMPROVEMENT","C",8500,NA,1,0.12,"N",5
24755,31,80000,"RENT",6,"PERSONAL","A",10000,NA,0,0.13,"N",9
24799,33,85000,"RENT",0,"PERSONAL","B",10000,NA,0,0.12,"N",5
24805,27,76000,"MORTGAGE",11,"DEBTCONSOLIDATION","A",12000,NA,0,0.16,"N",6
24834,29,76800,"OWN",NA,"VENTURE","B",2400,9.62,0,0.03,"N",10
24854,27,102000,"RENT",2,"HOMEIMPROVEMENT","A",10150,NA,0,0.1,"N",6
24870,32,77500,"MORTGAGE",3,"PERSONAL","B",13000,NA,0,0.17,"N",10
24887,27,39000,"RENT",6,"DEBTCONSOLIDATION","C",11100,NA,1,0.28,"Y",9
24893,29,78000,"MORTGAGE",0,"PERSONAL","B",9600,NA,0,0.12,"N",5
24899,33,78000,"MORTGAGE",17,"VENTURE","D",10000,NA,0,0.13,"N",10
24909,29,78000,"OWN",13,"VENTURE","A",14400,NA,0,0.18,"N",7
24910,28,78000,"MORTGAGE",12,"HOMEIMPROVEMENT","B",13000,NA,0,0.17,"N",9
24921,31,48000,"RENT",5,"EDUCATION","B",11200,NA,0,0.23,"N",5
24950,29,87500,"RENT",2,"EDUCATION","B",11200,NA,0,0.13,"N",8
24951,28,78408,"MORTGAGE",NA,"EDUCATION","C",6000,15.23,0,0.08,"N",8
24962,29,25000,"RENT",4,"EDUCATION","B",11325,NA,1,0.45,"N",5
24965,27,79000,"MORTGAGE",6,"VENTURE","A",13000,NA,0,0.16,"N",8
24967,32,79000,"MORTGAGE",0,"HOMEIMPROVEMENT","A",7800,NA,0,0.1,"N",8
24975,29,79000,"MORTGAGE",1,"DEBTCONSOLIDATION","A",7000,NA,0,0.09,"N",9
24985,29,79200,"MORTGAGE",NA,"VENTURE","A",8000,5.42,0,0.1,"N",9
25008,28,79995,"OWN",3,"PERSONAL","C",15000,NA,0,0.19,"N",10
25017,27,78262,"RENT",4,"HOMEIMPROVEMENT","B",11525,NA,0,0.15,"N",8
25018,34,80000,"MORTGAGE",NA,"PERSONAL","A",15000,6.03,0,0.19,"N",10
25041,32,24000,"RENT",2,"MEDICAL","A",12000,NA,1,0.5,"N",8
25042,30,62900,"MORTGAGE",2,"MEDICAL","B",10000,NA,1,0.14,"N",6
25045,30,80000,"MORTGAGE",0,"HOMEIMPROVEMENT","A",11000,NA,0,0.14,"N",6
25047,30,25536,"RENT",NA,"MEDICAL","C",12000,14.79,1,0.47,"Y",10
25049,27,80000,"MORTGAGE",5,"PERSONAL","C",35000,NA,0,0.44,"N",8
25051,28,80000,"MORTGAGE",6,"HOMEIMPROVEMENT","B",4400,NA,0,0.06,"N",5
25061,34,30000,"RENT",2,"PERSONAL","A",12000,NA,1,0.4,"N",6
25078,29,32000,"RENT",3,"PERSONAL","A",12000,NA,1,0.38,"N",9
25083,31,80000,"MORTGAGE",10,"MEDICAL","A",10000,NA,0,0.13,"N",5
25109,32,35100,"RENT",NA,"EDUCATION","A",12000,5.99,1,0.34,"N",10
25110,35,80000,"MORTGAGE",8,"HOMEIMPROVEMENT","B",15000,NA,0,0.19,"N",9
25121,28,36888,"RENT",5,"MEDICAL","C",12000,NA,1,0.33,"Y",7
25125,30,80000,"MORTGAGE",6,"HOMEIMPROVEMENT","B",12000,NA,0,0.15,"N",8
25127,28,80000,"MORTGAGE",12,"VENTURE","A",2500,NA,0,0.03,"N",7
25128,30,37500,"RENT",5,"EDUCATION","B",12000,NA,1,0.32,"N",6
25129,28,37500,"RENT",4,"DEBTCONSOLIDATION","C",12000,NA,1,0.32,"N",9
25141,28,38295,"RENT",5,"PERSONAL","C",12000,NA,1,0.31,"N",7
25144,27,80000,"MORTGAGE",11,"PERSONAL","B",20000,NA,0,0.25,"N",10
25153,32,62900,"MORTGAGE",5,"MEDICAL","D",2750,NA,1,0.04,"Y",7
25154,34,80000,"MORTGAGE",4,"HOMEIMPROVEMENT","E",12000,NA,0,0.15,"N",10
25184,28,74400,"MORTGAGE",3,"HOMEIMPROVEMENT","B",20000,NA,1,0.27,"N",8
25185,32,35830,"RENT",NA,"DEBTCONSOLIDATION","A",12000,7.51,1,0.33,"N",7
25188,31,42000,"RENT",12,"PERSONAL","B",12000,NA,0,0.29,"N",9
25198,27,80800,"MORTGAGE",3,"PERSONAL","C",3000,NA,0,0.04,"N",10
25202,35,81000,"MORTGAGE",15,"DEBTCONSOLIDATION","B",5400,NA,0,0.07,"N",5
25221,32,44808,"RENT",5,"PERSONAL","B",12000,NA,0,0.27,"N",8
25227,29,81400,"MORTGAGE",13,"EDUCATION","A",10000,NA,0,0.12,"N",8
25246,28,46000,"RENT",3,"MEDICAL","B",12000,NA,0,0.26,"N",8
25264,28,47840,"RENT",0,"MEDICAL","B",12000,NA,0,0.25,"N",7
25292,28,82800,"MORTGAGE",10,"VENTURE","B",18000,NA,0,0.22,"N",7
25298,28,83000,"MORTGAGE",6,"DEBTCONSOLIDATION","B",5000,NA,0,0.06,"N",9
25301,27,83000,"MORTGAGE",NA,"VENTURE","A",8800,8.49,0,0.11,"N",9
25305,31,83000,"MORTGAGE",11,"MEDICAL","A",7500,NA,0,0.09,"N",6
25309,29,83000,"MORTGAGE",5,"VENTURE","A",7500,NA,0,0.09,"N",10
25311,35,83000,"MORTGAGE",17,"HOMEIMPROVEMENT","D",15000,NA,0,0.18,"N",6
25315,35,83004,"MORTGAGE",6,"HOMEIMPROVEMENT","A",15000,NA,0,0.18,"N",7
25317,28,24000,"RENT",NA,"PERSONAL","C",3000,15.23,0,0.13,"Y",7
25322,30,24000,"RENT",8,"PERSONAL","A",3000,NA,1,0.13,"N",6
25333,30,25000,"RENT",0,"DEBTCONSOLIDATION","A",3000,NA,0,0.12,"N",7
25337,34,25200,"RENT",NA,"VENTURE","A",3000,7.66,0,0.12,"N",8
25338,27,25200,"RENT",NA,"PERSONAL","D",3000,15.58,1,0.12,"Y",6
25339,30,84000,"MORTGAGE",1,"DEBTCONSOLIDATION","B",6000,NA,0,0.07,"N",6
25340,28,25596,"RENT",12,"VENTURE","B",3000,NA,0,0.12,"N",9
25374,28,62000,"RENT",2,"EDUCATION","C",12000,NA,0,0.19,"N",10
25388,28,62500,"RENT",3,"DEBTCONSOLIDATION","A",12000,NA,0,0.19,"N",7
25389,29,84000,"MORTGAGE",8,"VENTURE","A",10000,NA,0,0.12,"N",8
25405,33,65000,"RENT",17,"VENTURE","C",12000,NA,0,0.18,"N",8
25411,27,65000,"RENT",0,"PERSONAL","B",12000,NA,0,0.18,"N",5
25416,28,67000,"RENT",3,"HOMEIMPROVEMENT","B",12000,NA,0,0.18,"N",5
25418,28,67000,"RENT",NA,"EDUCATION","A",12000,NA,0,0.18,"N",7
25421,31,68000,"RENT",0,"MEDICAL","B",12000,NA,0,0.18,"N",6
25435,31,70000,"RENT",8,"HOMEIMPROVEMENT","A",12000,NA,0,0.17,"N",6
25438,27,37404,"OWN",NA,"HOMEIMPROVEMENT","A",6000,5.42,0,0.16,"N",6
25440,29,71000,"RENT",1,"MEDICAL","C",12000,NA,0,0.17,"N",5
25445,30,37200,"OWN",NA,"VENTURE","A",10000,6.03,0,0.27,"N",10
25465,31,85000,"MORTGAGE",9,"VENTURE","D",16000,NA,0,0.19,"Y",10
25466,34,85000,"MORTGAGE",NA,"HOMEIMPROVEMENT","B",6500,9.63,0,0.08,"N",7
25471,27,40800,"RENT",NA,"MEDICAL","C",3000,13.48,0,0.07,"Y",5
25476,32,41000,"RENT",17,"MEDICAL","C",3000,NA,0,0.07,"Y",7
25484,35,36000,"RENT",2,"PERSONAL","D",3000,NA,1,0.08,"N",10
25493,27,42000,"RENT",6,"DEBTCONSOLIDATION","C",3000,NA,0,0.07,"Y",7
25496,33,62050,"MORTGAGE",17,"MEDICAL","D",20000,NA,1,0.27,"Y",8
25524,29,76663,"RENT",9,"EDUCATION","A",12000,NA,0,0.16,"N",9
25532,29,85200,"MORTGAGE",5,"MEDICAL","C",8900,NA,0,0.1,"Y",6
25536,29,85500,"MORTGAGE",3,"EDUCATION","A",9500,NA,0,0.11,"N",9
25546,35,86000,"OWN",5,"MEDICAL","B",18000,NA,0,0.21,"N",6
25551,29,86000,"MORTGAGE",9,"DEBTCONSOLIDATION","A",8400,NA,0,0.1,"N",10
25557,30,86000,"MORTGAGE",7,"DEBTCONSOLIDATION","B",10000,NA,0,0.12,"N",10
25567,27,86399,"MORTGAGE",7,"PERSONAL","A",2250,NA,0,0.03,"N",6
25569,28,86400,"MORTGAGE",NA,"DEBTCONSOLIDATION","A",5000,7.9,0,0.06,"N",8
25579,27,86625,"MORTGAGE",3,"HOMEIMPROVEMENT","A",14825,NA,0,0.17,"N",9
25583,30,85000,"RENT",2,"HOMEIMPROVEMENT","C",12000,NA,0,0.14,"N",6
25604,30,36000,"OWN",5,"VENTURE","A",4800,NA,0,0.13,"N",6
25613,27,87360,"MORTGAGE",NA,"HOMEIMPROVEMENT","B",7000,10.36,0,0.08,"N",6
25617,30,87580,"OWN",15,"MEDICAL","A",4700,NA,0,0.05,"N",7
25638,29,76000,"MORTGAGE",4,"HOMEIMPROVEMENT","E",20000,NA,1,0.26,"Y",8
25679,30,89900,"MORTGAGE",5,"VENTURE","C",20000,NA,0,0.22,"Y",9
25682,29,108000,"RENT",1,"EDUCATION","D",12000,NA,1,0.11,"N",9
25683,27,120000,"RENT",4,"DEBTCONSOLIDATION","A",12000,NA,0,0.1,"N",5
25719,31,90000,"MORTGAGE",6,"MEDICAL","B",18000,NA,0,0.2,"N",8
25721,27,90000,"MORTGAGE",12,"EDUCATION","A",20000,NA,0,0.22,"N",6
25726,31,90000,"MORTGAGE",5,"VENTURE","A",17000,NA,0,0.19,"N",10
25728,30,90000,"MORTGAGE",4,"VENTURE","C",8000,NA,0,0.09,"Y",9
25757,30,72000,"RENT",12,"EDUCATION","A",12400,NA,0,0.17,"N",5
25760,28,35000,"RENT",2,"EDUCATION","C",12500,NA,1,0.36,"N",10
25767,27,37440,"RENT",7,"PERSONAL","B",2800,NA,0,0.07,"N",9
25768,29,40000,"RENT",NA,"DEBTCONSOLIDATION","A",2800,NA,0,0.07,"N",5
25777,28,45000,"RENT",3,"EDUCATION","C",2800,NA,0,0.06,"N",8
25804,31,78000,"MORTGAGE",0,"EDUCATION","A",5000,NA,1,0.06,"N",5
25808,27,90000,"MORTGAGE",4,"PERSONAL","A",15000,NA,0,0.17,"N",6
25816,35,18200,"RENT",4,"MEDICAL","B",2725,NA,0,0.15,"N",8
25825,30,15000,"RENT",NA,"HOMEIMPROVEMENT","A",2700,7.29,1,0.18,"N",5
25841,29,40800,"RENT",NA,"VENTURE","B",2700,11.71,0,0.07,"N",7
25842,27,78300,"MORTGAGE",11,"HOMEIMPROVEMENT","B",9000,NA,1,0.11,"N",5
25862,34,91000,"MORTGAGE",19,"VENTURE","B",15000,NA,0,0.16,"N",10
25866,29,15000,"RENT",NA,"DEBTCONSOLIDATION","D",2600,16.29,1,0.17,"N",10
25879,32,32000,"RENT",1,"VENTURE","E",2600,NA,1,0.08,"N",6
25887,31,92000,"MORTGAGE",6,"VENTURE","A",6000,NA,0,0.07,"N",8
25893,30,92000,"MORTGAGE",9,"VENTURE","A",5000,NA,0,0.05,"N",10
25894,28,92000,"MORTGAGE",0,"EDUCATION","C",6000,NA,0,0.07,"N",7
25901,32,92000,"MORTGAGE",1,"EDUCATION","B",5000,NA,0,0.05,"N",8
25903,29,92000,"MORTGAGE",3,"HOMEIMPROVEMENT","A",11200,NA,0,0.12,"N",5
25914,29,92000,"MORTGAGE",6,"EDUCATION","B",24000,NA,0,0.26,"N",6
25918,29,15889,"RENT",NA,"HOMEIMPROVEMENT","A",2500,6.62,1,0.16,"N",9
25919,28,16560,"RENT",NA,"PERSONAL","A",2500,6.99,0,0.15,"N",10
25920,32,17040,"RENT",NA,"EDUCATION","A",2500,7.51,0,0.15,"N",10
25925,29,92052,"MORTGAGE",6,"HOMEIMPROVEMENT","A",6500,NA,0,0.07,"N",9
25928,27,92400,"MORTGAGE",6,"HOMEIMPROVEMENT","D",17500,NA,0,0.19,"Y",8
25945,29,81000,"MORTGAGE",5,"DEBTCONSOLIDATION","E",12000,NA,1,0.15,"Y",9
25949,31,93000,"OWN",4,"EDUCATION","B",10000,NA,0,0.11,"N",6
25953,29,98850,"RENT",6,"HOMEIMPROVEMENT","A",12500,NA,0,0.13,"N",9
25958,28,93600,"MORTGAGE",NA,"PERSONAL","A",35000,8.49,0,0.37,"N",6
25959,27,60000,"RENT",6,"EDUCATION","A",12650,NA,0,0.21,"N",9
25964,27,54000,"RENT",1,"HOMEIMPROVEMENT","F",12750,NA,1,0.24,"Y",7
25995,31,95000,"MORTGAGE",NA,"HOMEIMPROVEMENT","A",5000,6.03,0,0.05,"N",5
26007,31,50400,"RENT",9,"VENTURE","B",13000,NA,0,0.26,"N",9
26040,28,95000,"MORTGAGE",9,"MEDICAL","C",5000,NA,0,0.05,"Y",7
26041,31,65000,"RENT",13,"MEDICAL","B",13000,NA,0,0.2,"N",8
26057,29,68000,"RENT",7,"HOMEIMPROVEMENT","A",13000,NA,0,0.19,"N",7
26064,33,77000,"RENT",7,"HOMEIMPROVEMENT","D",13000,NA,0,0.17,"N",7
26124,29,96000,"MORTGAGE",4,"DEBTCONSOLIDATION","C",15000,NA,0,0.16,"N",6
26126,29,96000,"MORTGAGE",2,"HOMEIMPROVEMENT","A",10000,NA,0,0.1,"N",5
26130,27,32496,"OWN",NA,"VENTURE","B",9200,11.86,0,0.28,"N",8
26140,28,96120,"MORTGAGE",NA,"VENTURE","B",15000,10,0,0.16,"N",9
26145,28,44049,"RENT",3,"VENTURE","B",14000,NA,1,0.32,"N",8
26177,27,97200,"MORTGAGE",2,"HOMEIMPROVEMENT","A",5500,NA,0,0.06,"N",8
26180,33,97200,"MORTGAGE",4,"DEBTCONSOLIDATION","B",4000,NA,0,0.04,"N",10
26189,32,52392,"RENT",9,"HOMEIMPROVEMENT","B",14000,NA,0,0.27,"N",10
26191,27,98000,"MORTGAGE",NA,"PERSONAL","B",10000,12.69,0,0.1,"N",7
26208,31,73100,"MORTGAGE",0,"MEDICAL","E",16000,NA,1,0.19,"Y",6
26225,30,98700,"MORTGAGE",12,"EDUCATION","B",6000,NA,0,0.06,"N",6
26227,33,98784,"MORTGAGE",3,"MEDICAL","B",10000,NA,0,0.1,"N",7
26229,28,99000,"OWN",11,"HOMEIMPROVEMENT","A",8000,NA,0,0.08,"N",7
26242,28,99400,"MORTGAGE",6,"MEDICAL","B",4800,NA,0,0.05,"N",7
26266,27,31200,"OWN",NA,"EDUCATION","B",6000,11.71,0,0.19,"N",6
26274,27,100000,"MORTGAGE",11,"PERSONAL","A",12000,NA,0,0.12,"N",6
26275,28,100000,"MORTGAGE",6,"DEBTCONSOLIDATION","B",10000,NA,0,0.1,"N",5
26290,32,69000,"RENT",2,"HOMEIMPROVEMENT","D",14000,NA,1,0.2,"Y",6
26308,27,100000,"MORTGAGE",11,"PERSONAL","A",14400,NA,0,0.14,"N",8
26312,32,100000,"MORTGAGE",2,"MEDICAL","C",35000,NA,0,0.35,"N",10
26332,28,100000,"MORTGAGE",0,"EDUCATION","A",3950,NA,0,0.04,"N",5
26341,30,100000,"MORTGAGE",0,"HOMEIMPROVEMENT","A",3600,NA,0,0.04,"N",10
26348,30,100000,"MORTGAGE",4,"HOMEIMPROVEMENT","A",2000,NA,0,0.02,"N",5
26354,35,115000,"RENT",2,"EDUCATION","A",14000,NA,0,0.12,"N",9
26362,34,100000,"MORTGAGE",11,"MEDICAL","C",18000,NA,0,0.18,"Y",6
26382,32,100000,"MORTGAGE",4,"EDUCATION","A",4500,NA,0,0.04,"N",5
26388,27,100000,"MORTGAGE",0,"VENTURE","C",16000,NA,0,0.16,"Y",6
26395,33,100000,"MORTGAGE",2,"VENTURE","C",7000,NA,0,0.07,"N",6
26398,28,46400,"RENT",6,"DEBTCONSOLIDATION","C",14125,NA,0,0.3,"N",5
26426,27,101000,"MORTGAGE",1,"PERSONAL","D",20000,NA,0,0.2,"N",8
26430,27,101004,"MORTGAGE",3,"MEDICAL","B",12000,NA,0,0.12,"N",9
26431,31,101004,"MORTGAGE",3,"DEBTCONSOLIDATION","C",17000,NA,0,0.17,"N",8
26445,33,102000,"MORTGAGE",17,"VENTURE","E",35000,NA,0,0.34,"Y",8
26449,31,102000,"MORTGAGE",1,"HOMEIMPROVEMENT","C",14400,NA,0,0.14,"N",6
26467,31,102672,"OWN",NA,"EDUCATION","A",10000,7.9,0,0.1,"N",10
26468,33,102996,"MORTGAGE",4,"EDUCATION","A",6000,NA,0,0.06,"N",8
26480,32,84000,"RENT",NA,"PERSONAL","B",14400,11.99,0,0.17,"N",6
26481,31,103000,"MORTGAGE",3,"VENTURE","B",15000,NA,0,0.15,"N",6
26482,29,103089,"MORTGAGE",2,"EDUCATION","A",7000,NA,0,0.07,"N",9
26485,34,103363,"MORTGAGE",4,"DEBTCONSOLIDATION","B",15000,NA,0,0.15,"N",8
26488,28,103800,"MORTGAGE",NA,"MEDICAL","C",10000,14.27,0,0.1,"Y",8
26490,33,104000,"MORTGAGE",3,"EDUCATION","A",16000,NA,0,0.15,"N",9
26493,27,104000,"OWN",10,"EDUCATION","B",35000,NA,0,0.34,"N",10
26494,30,96000,"RENT",4,"PERSONAL","B",14400,NA,0,0.15,"N",8
26501,28,104000,"MORTGAGE",12,"PERSONAL","D",20000,NA,0,0.19,"N",9
26503,30,50000,"RENT",3,"DEBTCONSOLIDATION","C",14475,NA,0,0.29,"Y",6
26507,30,30000,"RENT",1,"PERSONAL","B",14500,NA,1,0.48,"N",8
26511,27,105000,"MORTGAGE",11,"EDUCATION","A",28000,NA,0,0.27,"N",7
26519,29,105000,"MORTGAGE",NA,"HOMEIMPROVEMENT","A",3000,5.99,0,0.03,"N",6
26521,35,105000,"MORTGAGE",11,"EDUCATION","A",10000,NA,0,0.1,"N",10
26522,30,105000,"MORTGAGE",14,"MEDICAL","B",7725,NA,0,0.07,"N",9
26525,28,105000,"MORTGAGE",12,"EDUCATION","A",7000,NA,0,0.07,"N",10
26531,28,105000,"MORTGAGE",1,"DEBTCONSOLIDATION","A",24000,NA,0,0.23,"N",6
26548,28,76113,"RENT",NA,"HOMEIMPROVEMENT","C",14500,12.61,1,0.19,"N",7
26559,31,40000,"RENT",2,"DEBTCONSOLIDATION","C",14600,NA,1,0.36,"Y",5
26562,29,93924,"MORTGAGE",7,"DEBTCONSOLIDATION","D",8400,NA,1,0.09,"N",10
26564,29,105996,"MORTGAGE",0,"DEBTCONSOLIDATION","B",19400,NA,0,0.18,"N",6
26572,30,106000,"MORTGAGE",11,"VENTURE","F",10000,NA,0,0.09,"N",9
26576,32,106000,"MORTGAGE",3,"MEDICAL","A",10000,NA,0,0.09,"N",7
26581,32,106300,"MORTGAGE",13,"PERSONAL","A",20000,NA,0,0.19,"N",5
26582,29,106300,"MORTGAGE",9,"PERSONAL","A",6000,NA,0,0.06,"N",7
26587,35,106500,"MORTGAGE",4,"PERSONAL","A",14550,NA,0,0.14,"N",10
26588,35,106800,"MORTGAGE",NA,"DEBTCONSOLIDATION","A",8000,6.92,0,0.07,"N",9
26589,27,32000,"RENT",0,"DEBTCONSOLIDATION","B",15000,NA,1,0.47,"N",7
26593,28,32568,"RENT",3,"EDUCATION","D",15000,NA,1,0.46,"N",9
26594,30,107000,"MORTGAGE",2,"PERSONAL","A",5000,NA,0,0.05,"N",7
26602,29,107220,"MORTGAGE",9,"HOMEIMPROVEMENT","B",10000,NA,0,0.09,"N",10
26607,31,96000,"MORTGAGE",7,"VENTURE","C",25000,NA,1,0.26,"N",5
26609,27,108000,"MORTGAGE",11,"EDUCATION","B",21600,NA,0,0.2,"N",10
26618,34,108000,"MORTGAGE",NA,"PERSONAL","A",10000,6.91,0,0.09,"N",6
26634,29,108996,"MORTGAGE",12,"VENTURE","E",22000,NA,0,0.2,"Y",5
26637,33,109000,"MORTGAGE",NA,"MEDICAL","B",15000,11.49,0,0.14,"N",5
26649,28,33000,"RENT",10,"PERSONAL","A",15000,NA,1,0.45,"N",6
26656,34,110000,"OWN",9,"HOMEIMPROVEMENT","B",20000,NA,0,0.18,"N",9
26662,28,110000,"MORTGAGE",12,"PERSONAL","B",22400,NA,0,0.2,"N",6
26663,30,110000,"MORTGAGE",12,"MEDICAL","B",5000,NA,0,0.05,"N",10
26667,33,42000,"RENT",8,"MEDICAL","D",2000,NA,0,0.05,"Y",9
26674,27,110000,"MORTGAGE",5,"DEBTCONSOLIDATION","A",15000,NA,0,0.14,"N",10
26677,31,83300,"MORTGAGE",9,"MEDICAL","D",10000,NA,1,0.1,"Y",5
26696,27,110000,"MORTGAGE",3,"DEBTCONSOLIDATION","B",25000,NA,0,0.23,"N",6
26711,35,110000,"MORTGAGE",7,"VENTURE","B",6000,NA,0,0.05,"N",6
26743,28,110004,"MORTGAGE",2,"HOMEIMPROVEMENT","B",15000,NA,0,0.14,"N",6
26746,33,110004,"MORTGAGE",15,"MEDICAL","B",12000,NA,0,0.11,"N",7
26748,28,30144,"RENT",NA,"EDUCATION","D",15000,15.95,1,0.5,"Y",7
26764,30,112000,"OWN",6,"VENTURE","A",12000,NA,0,0.11,"N",10
26767,28,100000,"MORTGAGE",4,"VENTURE","D",25000,NA,1,0.25,"N",6
26775,34,40000,"RENT",2,"PERSONAL","A",15000,NA,1,0.38,"N",6
26781,27,112548,"MORTGAGE",11,"DEBTCONSOLIDATION","A",24000,NA,0,0.21,"N",7
26794,32,113000,"MORTGAGE",1,"EDUCATION","A",5000,NA,0,0.04,"N",6
26805,28,114000,"MORTGAGE",4,"DEBTCONSOLIDATION","A",12000,NA,0,0.11,"N",5
26812,29,114000,"MORTGAGE",11,"MEDICAL","A",14000,NA,0,0.12,"N",6
26822,30,43000,"RENT",3,"VENTURE","A",15000,NA,1,0.35,"N",8
26827,27,44000,"RENT",2,"MEDICAL","B",15000,NA,1,0.34,"N",6
26831,28,44104,"RENT",4,"VENTURE","B",15000,NA,1,0.34,"N",10
26837,28,115000,"MORTGAGE",3,"MEDICAL","A",18500,NA,0,0.16,"N",7
26840,28,115000,"MORTGAGE",8,"MEDICAL","A",28000,NA,0,0.24,"N",5
26847,27,115000,"MORTGAGE",11,"VENTURE","B",5000,NA,0,0.04,"N",5
26854,27,115000,"MORTGAGE",3,"HOMEIMPROVEMENT","A",24000,NA,0,0.21,"N",7
26855,35,45000,"RENT",3,"DEBTCONSOLIDATION","C",15000,NA,1,0.33,"N",8
26872,32,115200,"MORTGAGE",3,"MEDICAL","A",10200,NA,0,0.09,"N",9
26880,27,47000,"RENT",NA,"DEBTCONSOLIDATION","A",15000,8.49,1,0.32,"N",10
26895,33,117000,"MORTGAGE",2,"HOMEIMPROVEMENT","A",18000,NA,0,0.15,"N",8
26908,28,47881,"RENT",12,"DEBTCONSOLIDATION","B",15000,NA,1,0.31,"N",7
26913,27,119000,"MORTGAGE",0,"MEDICAL","B",8800,NA,0,0.07,"N",7
26920,34,119000,"MORTGAGE",10,"HOMEIMPROVEMENT","A",6000,NA,0,0.05,"N",10
26942,29,120000,"MORTGAGE",2,"PERSONAL","D",7000,NA,0,0.06,"N",8
26955,35,120000,"MORTGAGE",2,"PERSONAL","A",8000,NA,0,0.07,"N",10
26959,27,120000,"MORTGAGE",NA,"DEBTCONSOLIDATION","A",20000,7.51,0,0.17,"N",6
26972,30,120000,"MORTGAGE",13,"EDUCATION","B",15000,NA,0,0.13,"N",8
26977,30,108000,"MORTGAGE",0,"DEBTCONSOLIDATION","B",4925,NA,1,0.05,"N",9
27015,32,120000,"MORTGAGE",13,"EDUCATION","B",2000,NA,0,0.02,"N",5
27026,28,120000,"MORTGAGE",0,"PERSONAL","B",20000,NA,0,0.17,"N",5
27050,31,40000,"RENT",9,"VENTURE","A",1600,NA,0,0.04,"N",8
27060,27,120000,"MORTGAGE",11,"EDUCATION","E",20000,NA,0,0.17,"Y",7
27067,34,51600,"RENT",NA,"MEDICAL","D",1600,15.21,1,0.03,"Y",6
27080,27,120000,"MORTGAGE",7,"EDUCATION","A",3775,NA,0,0.03,"N",6
27084,34,120579,"MORTGAGE",9,"DEBTCONSOLIDATION","C",9600,NA,0,0.08,"Y",7
27096,29,121722,"MORTGAGE",8,"DEBTCONSOLIDATION","A",7200,NA,0,0.06,"N",7
27117,28,123504,"MORTGAGE",12,"VENTURE","B",18000,NA,0,0.15,"N",7
27124,27,124000,"MORTGAGE",2,"DEBTCONSOLIDATION","B",24250,NA,0,0.2,"N",7
27136,30,125000,"MORTGAGE",14,"VENTURE","C",7000,NA,0,0.06,"N",7
27174,28,24000,"OWN",NA,"VENTURE","A",3000,6.91,0,0.13,"N",5
27177,30,24000,"OWN",NA,"PERSONAL","A",6000,5.79,0,0.25,"N",9
27185,31,24000,"OWN",4,"MEDICAL","D",2500,NA,0,0.1,"Y",7
27189,27,125000,"MORTGAGE",7,"HOMEIMPROVEMENT","D",20000,NA,0,0.16,"Y",5
27200,27,57720,"RENT",12,"DEBTCONSOLIDATION","C",15000,NA,0,0.26,"N",6
27215,33,24000,"OWN",2,"HOMEIMPROVEMENT","B",1875,NA,0,0.08,"N",9
27235,32,128004,"OWN",0,"VENTURE","A",11000,NA,0,0.09,"N",8
27245,30,130000,"MORTGAGE",14,"VENTURE","B",4000,NA,0,0.03,"N",6
27296,27,130000,"OWN",12,"VENTURE","B",21000,NA,0,0.16,"N",9
27297,30,22800,"OWN",NA,"VENTURE","A",7000,7.51,0,0.31,"N",8
27316,30,22584,"OWN",NA,"MEDICAL","A",5000,7.51,0,0.22,"N",10
27325,32,132000,"MORTGAGE",2,"VENTURE","A",18000,NA,0,0.14,"N",5
27329,34,65000,"RENT",3,"PERSONAL","D",15000,NA,0,0.23,"Y",6
27336,30,134000,"MORTGAGE",14,"DEBTCONSOLIDATION","A",5600,NA,0,0.04,"N",5
27342,28,51850,"RENT",12,"MEDICAL","F",15000,NA,1,0.25,"N",9
27346,33,135000,"MORTGAGE",6,"MEDICAL","B",22250,NA,0,0.16,"N",9
27353,32,135000,"MORTGAGE",1,"DEBTCONSOLIDATION","B",16000,NA,0,0.12,"N",10
27386,35,136000,"MORTGAGE",0,"EDUCATION","D",15000,NA,0,0.11,"Y",9
27401,28,21084,"OWN",NA,"EDUCATION","A",7750,7.51,0,0.37,"N",9
27409,29,139500,"MORTGAGE",4,"HOMEIMPROVEMENT","A",15000,NA,0,0.11,"N",5
27433,27,140000,"MORTGAGE",11,"MEDICAL","A",2700,NA,0,0.02,"N",9
27435,27,140000,"MORTGAGE",12,"DEBTCONSOLIDATION","B",10000,NA,0,0.07,"N",6
27436,32,140000,"MORTGAGE",14,"HOMEIMPROVEMENT","A",12000,NA,0,0.09,"N",8
27446,29,140000,"MORTGAGE",13,"VENTURE","A",12600,NA,0,0.09,"N",6
27451,34,128000,"MORTGAGE",2,"DEBTCONSOLIDATION","D",3000,NA,1,0.02,"N",10
27465,27,140000,"MORTGAGE",2,"EDUCATION","B",14000,NA,0,0.1,"N",5
27469,34,140004,"MORTGAGE",4,"DEBTCONSOLIDATION","A",12000,NA,0,0.09,"N",8
27475,28,141996,"MORTGAGE",3,"VENTURE","A",13000,NA,0,0.09,"N",7
27477,32,130000,"MORTGAGE",3,"DEBTCONSOLIDATION","B",5000,NA,1,0.04,"N",9
27494,35,144000,"MORTGAGE",0,"EDUCATION","A",35000,NA,0,0.24,"N",9
27499,28,144000,"MORTGAGE",12,"PERSONAL","A",30000,NA,0,0.21,"N",5
